Actor,Achiever,Group,Course,Time,Action
421,High,43.0,A,2025-01-01 10:23:52.711015463,synthesis
421,High,43.0,A,2025-01-01 10:56:05.711015463,plan
422,High,43.0,A,2025-01-01 09:41:11.711015463,discuss
422,High,43.0,A,2025-01-01 10:09:28.711015463,monitor
422,High,43.0,A,2025-01-01 10:25:09.711015463,consensus
422,High,43.0,A,2025-01-01 10:46:40.711015463,plan
422,High,43.0,A,2025-01-01 11:05:12.711015463,discuss
423,High,43.0,A,2025-01-01 09:58:36.711015463,consensus
423,High,43.0,A,2025-01-01 10:20:37.711015463,discuss
423,High,43.0,A,2025-01-01 10:49:13.711015463,discuss
424,High,43.0,A,2025-01-01 09:36:38.711015463,coregulate
424,High,43.0,A,2025-01-01 09:59:16.711015463,emotion
424,High,43.0,A,2025-01-01 10:21:57.711015463,discuss
424,High,43.0,A,2025-01-01 10:39:57.711015463,emotion
424,High,43.0,A,2025-01-01 10:53:49.711015463,synthesis
425,High,43.0,A,2025-01-01 09:58:26.711015463,emotion
426,High,43.0,A,2025-01-01 09:53:06.711015463,plan
426,High,43.0,A,2025-01-01 10:16:10.711015463,adapt
426,High,43.0,A,2025-01-01 10:36:55.711015463,monitor
427,High,43.0,A,2025-01-01 09:47:05.711015463,discuss
427,High,43.0,A,2025-01-01 09:54:13.711015463,cohesion
427,High,43.0,A,2025-01-01 10:20:22.711015463,discuss
427,High,43.0,A,2025-01-01 10:41:15.711015463,plan
428,High,43.0,A,2025-01-01 09:57:48.711015463,emotion
428,High,43.0,A,2025-01-01 10:12:03.711015463,consensus
428,High,43.0,A,2025-01-01 10:26:17.711015463,discuss
428,High,43.0,A,2025-01-01 10:44:42.711015463,consensus
429,High,43.0,A,2025-01-01 09:47:51.711015463,coregulate
429,High,43.0,A,2025-01-01 10:16:57.711015463,consensus
429,High,43.0,A,2025-01-01 10:31:58.711015463,cohesion
430,High,43.0,A,2025-01-01 09:50:35.711015463,cohesion
431,High,44.0,A,2025-01-01 10:29:20.064632654,discuss
431,High,44.0,A,2025-01-01 10:54:17.064632654,coregulate
431,High,44.0,A,2025-01-01 11:18:43.064632654,discuss
431,High,44.0,A,2025-01-01 11:37:25.064632654,plan
431,High,44.0,A,2025-01-01 11:59:57.064632654,consensus
432,High,44.0,A,2025-01-01 10:45:05.064632654,consensus
432,High,44.0,A,2025-01-01 11:02:12.064632654,discuss
432,High,44.0,A,2025-01-01 11:25:20.064632654,coregulate
432,High,44.0,A,2025-01-01 11:45:19.064632654,emotion
433,High,44.0,A,2025-01-01 10:34:29.064632654,plan
433,High,44.0,A,2025-01-01 10:51:04.064632654,cohesion
433,High,44.0,A,2025-01-01 11:10:29.064632654,discuss
433,High,44.0,A,2025-01-01 11:31:10.064632654,consensus
434,High,44.0,A,2025-01-01 10:36:23.064632654,consensus
434,High,44.0,A,2025-01-01 10:52:09.064632654,plan
434,High,44.0,A,2025-01-01 11:15:48.064632654,coregulate
434,High,44.0,A,2025-01-01 11:30:44.064632654,discuss
435,High,44.0,A,2025-01-01 10:41:47.064632654,consensus
435,High,44.0,A,2025-01-01 10:57:26.064632654,discuss
435,High,44.0,A,2025-01-01 11:22:58.064632654,consensus
436,High,44.0,A,2025-01-01 10:25:09.064632654,emotion
436,High,44.0,A,2025-01-01 10:46:56.064632654,consensus
436,High,44.0,A,2025-01-01 11:15:57.064632654,emotion
436,High,44.0,A,2025-01-01 11:37:44.064632654,discuss
436,High,44.0,A,2025-01-01 12:07:42.064632654,consensus
437,High,44.0,A,2025-01-01 10:31:02.064632654,plan
437,High,44.0,A,2025-01-01 10:53:07.064632654,discuss
437,High,44.0,A,2025-01-01 11:05:30.064632654,emotion
437,High,44.0,A,2025-01-01 11:27:25.064632654,plan
437,High,44.0,A,2025-01-01 11:40:46.064632654,emotion
438,High,44.0,A,2025-01-01 10:48:40.064632654,discuss
438,High,44.0,A,2025-01-01 11:08:06.064632654,emotion
439,High,44.0,A,2025-01-01 10:38:48.064632654,consensus
439,High,44.0,A,2025-01-01 10:56:15.064632654,plan
439,High,44.0,A,2025-01-01 11:15:43.064632654,coregulate
440,High,44.0,A,2025-01-01 10:44:45.064632654,plan
440,High,44.0,A,2025-01-01 11:12:48.064632654,monitor
442,High,45.0,A,2025-01-01 09:05:40.180944681,plan
443,High,45.0,A,2025-01-01 08:59:39.180944681,discuss
443,High,45.0,A,2025-01-01 09:19:15.180944681,coregulate
443,High,45.0,A,2025-01-01 09:34:12.180944681,plan
443,High,45.0,A,2025-01-01 09:59:07.180944681,plan
444,High,45.0,A,2025-01-01 09:03:31.180944681,cohesion
444,High,45.0,A,2025-01-01 09:27:25.180944681,plan
444,High,45.0,A,2025-01-01 09:45:56.180944681,coregulate
444,High,45.0,A,2025-01-01 10:04:48.180944681,discuss
444,High,45.0,A,2025-01-01 10:26:10.180944681,consensus
445,High,45.0,A,2025-01-01 08:57:50.180944681,emotion
446,High,45.0,A,2025-01-01 09:18:40.180944681,cohesion
446,High,45.0,A,2025-01-01 09:33:45.180944681,plan
447,High,45.0,A,2025-01-01 09:14:34.180944681,consensus
447,High,45.0,A,2025-01-01 09:32:08.180944681,consensus
448,High,45.0,A,2025-01-01 09:03:09.180944681,discuss
448,High,45.0,A,2025-01-01 09:29:44.180944681,consensus
448,High,45.0,A,2025-01-01 09:53:56.180944681,consensus
450,High,45.0,A,2025-01-01 08:56:35.180944681,plan
450,High,45.0,A,2025-01-01 09:21:13.180944681,coregulate
450,High,45.0,A,2025-01-01 09:39:02.180944681,consensus
450,High,45.0,A,2025-01-01 10:02:24.180944681,discuss
451,High,46.0,A,2025-01-01 11:13:54.284947634,consensus
451,High,46.0,A,2025-01-01 11:33:28.284947634,plan
451,High,46.0,A,2025-01-01 11:54:23.284947634,discuss
452,High,46.0,A,2025-01-01 11:04:31.284947634,consensus
452,High,46.0,A,2025-01-01 11:21:40.284947634,cohesion
453,High,46.0,A,2025-01-01 11:05:32.284947634,emotion
454,High,46.0,A,2025-01-01 11:14:00.284947634,discuss
454,High,46.0,A,2025-01-01 11:36:19.284947634,plan
454,High,46.0,A,2025-01-01 12:00:17.284947634,consensus
455,High,46.0,A,2025-01-01 11:13:05.284947634,plan
456,High,46.0,A,2025-01-01 10:57:18.284947634,cohesion
456,High,46.0,A,2025-01-01 11:15:54.284947634,discuss
456,High,46.0,A,2025-01-01 11:34:17.284947634,plan
457,High,46.0,A,2025-01-01 11:12:00.284947634,monitor
457,High,46.0,A,2025-01-01 11:40:04.284947634,plan
457,High,46.0,A,2025-01-01 12:10:17.284947634,plan
457,High,46.0,A,2025-01-01 12:31:44.284947634,cohesion
458,High,46.0,A,2025-01-01 11:01:22.284947634,consensus
458,High,46.0,A,2025-01-01 11:31:48.284947634,consensus
459,High,46.0,A,2025-01-01 11:10:05.284947634,consensus
459,High,46.0,A,2025-01-01 11:31:50.284947634,coregulate
459,High,46.0,A,2025-01-01 11:48:29.284947634,cohesion
460,High,46.0,A,2025-01-01 11:08:11.284947634,consensus
460,High,46.0,A,2025-01-01 11:22:43.284947634,plan
461,High,47.0,A,2025-01-01 10:30:09.083749771,emotion
461,High,47.0,A,2025-01-01 10:52:06.083749771,discuss
461,High,47.0,A,2025-01-01 11:14:05.083749771,cohesion
461,High,47.0,A,2025-01-01 11:43:03.083749771,discuss
461,High,47.0,A,2025-01-01 12:00:43.083749771,plan
461,High,47.0,A,2025-01-01 12:20:13.083749771,emotion
462,High,47.0,A,2025-01-01 10:41:43.083749771,plan
462,High,47.0,A,2025-01-01 10:55:42.083749771,plan
462,High,47.0,A,2025-01-01 11:17:36.083749771,consensus
463,High,47.0,A,2025-01-01 10:32:56.083749771,coregulate
463,High,47.0,A,2025-01-01 10:56:23.083749771,plan
463,High,47.0,A,2025-01-01 11:19:49.083749771,coregulate
463,High,47.0,A,2025-01-01 11:44:26.083749771,consensus
464,High,47.0,A,2025-01-01 10:36:23.083749771,consensus
464,High,47.0,A,2025-01-01 11:01:54.083749771,plan
465,High,47.0,A,2025-01-01 10:42:08.083749771,coregulate
466,High,47.0,A,2025-01-01 10:37:12.083749771,consensus
467,High,47.0,A,2025-01-01 10:38:12.083749771,cohesion
467,High,47.0,A,2025-01-01 10:56:29.083749771,consensus
467,High,47.0,A,2025-01-01 11:18:33.083749771,consensus
468,High,47.0,A,2025-01-01 10:34:35.083749771,consensus
468,High,47.0,A,2025-01-01 10:59:12.083749771,consensus
469,High,47.0,A,2025-01-01 10:47:50.083749771,plan
469,High,47.0,A,2025-01-01 11:10:13.083749771,discuss
470,High,47.0,A,2025-01-01 10:29:13.083749771,plan
471,High,48.0,A,2025-01-01 10:02:38.606926680,consensus
471,High,48.0,A,2025-01-01 10:23:27.606926680,plan
471,High,48.0,A,2025-01-01 10:46:47.606926680,cohesion
471,High,48.0,A,2025-01-01 11:06:49.606926680,discuss
471,High,48.0,A,2025-01-01 11:33:39.606926680,consensus
472,High,48.0,A,2025-01-01 09:43:28.606926680,emotion
472,High,48.0,A,2025-01-01 10:07:20.606926680,discuss
472,High,48.0,A,2025-01-01 10:33:10.606926680,cohesion
472,High,48.0,A,2025-01-01 10:55:22.606926680,emotion
472,High,48.0,A,2025-01-01 11:12:42.606926680,cohesion
473,High,48.0,A,2025-01-01 09:50:34.606926680,emotion
474,High,48.0,A,2025-01-01 09:46:41.606926680,monitor
474,High,48.0,A,2025-01-01 10:05:17.606926680,cohesion
474,High,48.0,A,2025-01-01 10:33:12.606926680,emotion
474,High,48.0,A,2025-01-01 10:53:45.606926680,consensus
474,High,48.0,A,2025-01-01 11:20:16.606926680,coregulate
475,High,48.0,A,2025-01-01 09:43:43.606926680,coregulate
475,High,48.0,A,2025-01-01 10:06:32.606926680,plan
475,High,48.0,A,2025-01-01 10:19:46.606926680,emotion
475,High,48.0,A,2025-01-01 10:38:44.606926680,plan
475,High,48.0,A,2025-01-01 10:53:51.606926680,plan
476,High,48.0,A,2025-01-01 09:43:27.606926680,synthesis
476,High,48.0,A,2025-01-01 10:01:42.606926680,emotion
477,High,48.0,A,2025-01-01 09:43:22.606926680,monitor
477,High,48.0,A,2025-01-01 10:06:34.606926680,consensus
477,High,48.0,A,2025-01-01 10:17:14.606926680,consensus
477,High,48.0,A,2025-01-01 10:32:08.606926680,discuss
477,High,48.0,A,2025-01-01 10:58:01.606926680,cohesion
478,High,48.0,A,2025-01-01 09:39:26.606926680,consensus
478,High,48.0,A,2025-01-01 10:00:59.606926680,discuss
478,High,48.0,A,2025-01-01 10:35:02.606926680,consensus
478,High,48.0,A,2025-01-01 10:58:48.606926680,plan
478,High,48.0,A,2025-01-01 11:18:45.606926680,discuss
479,High,48.0,A,2025-01-01 09:52:46.606926680,discuss
479,High,48.0,A,2025-01-01 10:22:01.606926680,emotion
479,High,48.0,A,2025-01-01 10:50:42.606926680,synthesis
479,High,48.0,A,2025-01-01 11:18:39.606926680,emotion
479,High,48.0,A,2025-01-01 11:43:30.606926680,discuss
480,High,48.0,A,2025-01-01 09:52:45.606926680,synthesis
480,High,48.0,A,2025-01-01 10:07:40.606926680,discuss
480,High,48.0,A,2025-01-01 10:18:05.606926680,emotion
480,High,48.0,A,2025-01-01 10:36:26.606926680,plan
481,High,49.0,A,2025-01-01 08:57:36.528612614,coregulate
482,High,49.0,A,2025-01-01 09:07:35.528612614,coregulate
482,High,49.0,A,2025-01-01 09:44:17.528612614,cohesion
482,High,49.0,A,2025-01-01 10:09:54.528612614,emotion
482,High,49.0,A,2025-01-01 10:34:25.528612614,consensus
482,High,49.0,A,2025-01-01 10:49:35.528612614,monitor
483,High,49.0,A,2025-01-01 09:06:42.528612614,coregulate
484,High,49.0,A,2025-01-01 09:03:36.528612614,plan
484,High,49.0,A,2025-01-01 09:27:46.528612614,plan
484,High,49.0,A,2025-01-01 09:55:02.528612614,consensus
484,High,49.0,A,2025-01-01 10:14:17.528612614,synthesis
485,High,49.0,A,2025-01-01 09:13:37.528612614,plan
486,High,49.0,A,2025-01-01 09:02:09.528612614,plan
487,High,49.0,A,2025-01-01 09:18:49.528612614,discuss
487,High,49.0,A,2025-01-01 09:40:31.528612614,coregulate
487,High,49.0,A,2025-01-01 10:15:13.528612614,synthesis
487,High,49.0,A,2025-01-01 10:32:45.528612614,consensus
487,High,49.0,A,2025-01-01 10:43:04.528612614,emotion
488,High,49.0,A,2025-01-01 09:09:28.528612614,discuss
489,High,49.0,A,2025-01-01 09:07:55.528612614,discuss
490,High,49.0,A,2025-01-01 09:16:40.528612614,coregulate
490,High,49.0,A,2025-01-01 09:34:27.528612614,plan
490,High,49.0,A,2025-01-01 09:43:56.528612614,plan
491,High,50.0,A,2025-01-01 08:34:24.514795542,plan
492,High,50.0,A,2025-01-01 08:45:26.514795542,plan
492,High,50.0,A,2025-01-01 09:11:35.514795542,emotion
492,High,50.0,A,2025-01-01 09:32:36.514795542,synthesis
492,High,50.0,A,2025-01-01 10:01:37.514795542,discuss
492,High,50.0,A,2025-01-01 10:33:38.514795542,discuss
493,High,50.0,A,2025-01-01 09:01:26.514795542,consensus
494,High,50.0,A,2025-01-01 08:44:37.514795542,plan
494,High,50.0,A,2025-01-01 08:57:34.514795542,consensus
494,High,50.0,A,2025-01-01 09:13:02.514795542,cohesion
494,High,50.0,A,2025-01-01 09:46:53.514795542,discuss
494,High,50.0,A,2025-01-01 10:18:32.514795542,monitor
495,High,50.0,A,2025-01-01 08:54:01.514795542,adapt
495,High,50.0,A,2025-01-01 09:13:47.514795542,emotion
495,High,50.0,A,2025-01-01 09:37:03.514795542,plan
496,High,50.0,A,2025-01-01 08:39:05.514795542,cohesion
496,High,50.0,A,2025-01-01 09:02:12.514795542,consensus
497,High,50.0,A,2025-01-01 08:56:57.514795542,consensus
497,High,50.0,A,2025-01-01 09:22:09.514795542,consensus
497,High,50.0,A,2025-01-01 09:31:31.514795542,plan
497,High,50.0,A,2025-01-01 09:56:02.514795542,plan
498,High,50.0,A,2025-01-01 08:47:42.514795542,consensus
498,High,50.0,A,2025-01-01 09:13:00.514795542,discuss
499,High,50.0,A,2025-01-01 08:53:16.514795542,synthesis
500,High,50.0,A,2025-01-01 08:45:52.514795542,emotion
500,High,50.0,A,2025-01-01 09:02:42.514795542,plan
500,High,50.0,A,2025-01-01 09:27:28.514795542,discuss
500,High,50.0,A,2025-01-01 09:45:14.514795542,consensus
501,High,51.0,A,2025-01-01 09:51:52.980260849,plan
501,High,51.0,A,2025-01-01 10:12:57.980260849,plan
501,High,51.0,A,2025-01-01 10:41:02.980260849,discuss
502,High,51.0,A,2025-01-01 09:38:53.980260849,cohesion
502,High,51.0,A,2025-01-01 09:50:58.980260849,consensus
502,High,51.0,A,2025-01-01 10:05:32.980260849,monitor
502,High,51.0,A,2025-01-01 10:31:13.980260849,plan
503,High,51.0,A,2025-01-01 09:40:43.980260849,emotion
503,High,51.0,A,2025-01-01 09:57:18.980260849,emotion
503,High,51.0,A,2025-01-01 10:14:34.980260849,coregulate
504,High,51.0,A,2025-01-01 09:43:22.980260849,plan
504,High,51.0,A,2025-01-01 10:06:12.980260849,consensus
504,High,51.0,A,2025-01-01 10:28:28.980260849,consensus
504,High,51.0,A,2025-01-01 10:49:22.980260849,plan
505,High,51.0,A,2025-01-01 09:47:40.980260849,emotion
506,High,51.0,A,2025-01-01 09:49:39.980260849,plan
506,High,51.0,A,2025-01-01 10:13:30.980260849,coregulate
506,High,51.0,A,2025-01-01 10:30:49.980260849,consensus
507,High,51.0,A,2025-01-01 09:41:53.980260849,consensus
507,High,51.0,A,2025-01-01 10:04:56.980260849,plan
507,High,51.0,A,2025-01-01 10:16:58.980260849,monitor
507,High,51.0,A,2025-01-01 10:34:56.980260849,consensus
507,High,51.0,A,2025-01-01 10:55:41.980260849,monitor
508,High,51.0,A,2025-01-01 09:41:40.980260849,plan
508,High,51.0,A,2025-01-01 10:06:01.980260849,discuss
509,High,51.0,A,2025-01-01 09:34:59.980260849,discuss
509,High,51.0,A,2025-01-01 09:53:39.980260849,consensus
510,High,51.0,A,2025-01-01 09:47:06.980260849,consensus
511,High,52.0,A,2025-01-01 10:52:38.103690147,cohesion
511,High,52.0,A,2025-01-01 11:26:08.103690147,discuss
511,High,52.0,A,2025-01-01 11:49:48.103690147,consensus
511,High,52.0,A,2025-01-01 12:16:24.103690147,discuss
511,High,52.0,A,2025-01-01 12:40:53.103690147,emotion
512,High,52.0,A,2025-01-01 10:41:29.103690147,consensus
512,High,52.0,A,2025-01-01 10:54:11.103690147,plan
512,High,52.0,A,2025-01-01 11:05:22.103690147,emotion
512,High,52.0,A,2025-01-01 11:25:53.103690147,consensus
514,High,52.0,A,2025-01-01 10:33:33.103690147,monitor
514,High,52.0,A,2025-01-01 11:01:32.103690147,consensus
514,High,52.0,A,2025-01-01 11:27:54.103690147,discuss
514,High,52.0,A,2025-01-01 11:51:43.103690147,plan
515,High,52.0,A,2025-01-01 10:34:17.103690147,consensus
516,High,52.0,A,2025-01-01 10:44:44.103690147,discuss
516,High,52.0,A,2025-01-01 11:10:43.103690147,consensus
517,High,52.0,A,2025-01-01 10:46:41.103690147,plan
517,High,52.0,A,2025-01-01 11:05:49.103690147,consensus
517,High,52.0,A,2025-01-01 11:22:02.103690147,discuss
518,High,52.0,A,2025-01-01 10:33:53.103690147,emotion
518,High,52.0,A,2025-01-01 10:49:19.103690147,discuss
518,High,52.0,A,2025-01-01 11:12:12.103690147,plan
518,High,52.0,A,2025-01-01 11:34:50.103690147,emotion
518,High,52.0,A,2025-01-01 11:45:44.103690147,cohesion
519,High,52.0,A,2025-01-01 10:43:20.103690147,consensus
520,High,52.0,A,2025-01-01 10:44:08.103690147,consensus
520,High,52.0,A,2025-01-01 11:03:47.103690147,consensus
520,High,52.0,A,2025-01-01 11:24:41.103690147,emotion
521,High,53.0,A,2025-01-01 09:50:33.829777002,emotion
521,High,53.0,A,2025-01-01 10:10:25.829777002,emotion
521,High,53.0,A,2025-01-01 10:31:50.829777002,consensus
521,High,53.0,A,2025-01-01 10:55:40.829777002,discuss
521,High,53.0,A,2025-01-01 11:16:49.829777002,discuss
522,High,53.0,A,2025-01-01 09:54:28.829777002,plan
522,High,53.0,A,2025-01-01 10:24:10.829777002,synthesis
523,High,53.0,A,2025-01-01 10:15:04.829777002,emotion
524,High,53.0,A,2025-01-01 10:03:58.829777002,monitor
525,High,53.0,A,2025-01-01 10:01:38.829777002,synthesis
526,High,53.0,A,2025-01-01 10:01:38.829777002,plan
527,High,53.0,A,2025-01-01 10:12:19.829777002,cohesion
528,High,53.0,A,2025-01-01 09:53:03.829777002,plan
528,High,53.0,A,2025-01-01 10:14:14.829777002,plan
530,High,53.0,A,2025-01-01 09:55:55.829777002,monitor
530,High,53.0,A,2025-01-01 10:10:49.829777002,consensus
532,High,54.0,A,2025-01-01 08:55:27.204002619,cohesion
533,High,54.0,A,2025-01-01 08:40:31.204002619,consensus
533,High,54.0,A,2025-01-01 09:03:31.204002619,monitor
534,High,54.0,A,2025-01-01 08:50:29.204002619,plan
534,High,54.0,A,2025-01-01 09:21:09.204002619,consensus
534,High,54.0,A,2025-01-01 09:49:22.204002619,consensus
534,High,54.0,A,2025-01-01 10:14:20.204002619,cohesion
534,High,54.0,A,2025-01-01 10:36:14.204002619,synthesis
535,High,54.0,A,2025-01-01 08:53:25.204002619,discuss
535,High,54.0,A,2025-01-01 09:15:16.204002619,cohesion
536,High,54.0,A,2025-01-01 08:56:49.204002619,consensus
536,High,54.0,A,2025-01-01 09:16:02.204002619,plan
536,High,54.0,A,2025-01-01 09:32:09.204002619,consensus
536,High,54.0,A,2025-01-01 10:02:15.204002619,consensus
537,High,54.0,A,2025-01-01 08:44:00.204002619,emotion
537,High,54.0,A,2025-01-01 08:59:25.204002619,plan
538,High,54.0,A,2025-01-01 08:52:06.204002619,cohesion
539,High,54.0,A,2025-01-01 08:50:22.204002619,emotion
540,High,54.0,A,2025-01-01 08:51:40.204002619,discuss
540,High,54.0,A,2025-01-01 09:14:37.204002619,discuss
540,High,54.0,A,2025-01-01 09:39:21.204002619,coregulate
540,High,54.0,A,2025-01-01 09:59:11.204002619,plan
541,High,55.0,A,2025-01-01 10:12:03.903632879,coregulate
541,High,55.0,A,2025-01-01 10:40:37.903632879,coregulate
541,High,55.0,A,2025-01-01 11:02:47.903632879,plan
542,High,55.0,A,2025-01-01 10:03:16.903632879,coregulate
542,High,55.0,A,2025-01-01 10:30:09.903632879,consensus
542,High,55.0,A,2025-01-01 10:49:33.903632879,consensus
543,High,55.0,A,2025-01-01 10:16:09.903632879,consensus
543,High,55.0,A,2025-01-01 10:30:50.903632879,consensus
543,High,55.0,A,2025-01-01 10:44:08.903632879,discuss
544,High,55.0,A,2025-01-01 10:03:06.903632879,plan
544,High,55.0,A,2025-01-01 10:32:43.903632879,monitor
544,High,55.0,A,2025-01-01 10:51:55.903632879,coregulate
544,High,55.0,A,2025-01-01 11:12:21.903632879,monitor
545,High,55.0,A,2025-01-01 09:59:10.903632879,discuss
545,High,55.0,A,2025-01-01 10:25:44.903632879,plan
545,High,55.0,A,2025-01-01 10:46:02.903632879,discuss
546,High,55.0,A,2025-01-01 10:05:51.903632879,consensus
546,High,55.0,A,2025-01-01 10:12:22.903632879,consensus
547,High,55.0,A,2025-01-01 09:48:15.903632879,consensus
547,High,55.0,A,2025-01-01 10:08:43.903632879,emotion
548,High,55.0,A,2025-01-01 10:03:46.903632879,plan
548,High,55.0,A,2025-01-01 10:27:04.903632879,consensus
548,High,55.0,A,2025-01-01 10:44:12.903632879,discuss
549,High,55.0,A,2025-01-01 10:08:25.903632879,consensus
549,High,55.0,A,2025-01-01 10:25:27.903632879,emotion
549,High,55.0,A,2025-01-01 10:48:23.903632879,plan
549,High,55.0,A,2025-01-01 11:03:19.903632879,cohesion
550,High,55.0,A,2025-01-01 10:03:09.903632879,coregulate
550,High,55.0,A,2025-01-01 10:26:28.903632879,consensus
550,High,55.0,A,2025-01-01 10:47:49.903632879,consensus
550,High,55.0,A,2025-01-01 11:06:35.903632879,emotion
550,High,55.0,A,2025-01-01 11:18:44.903632879,coregulate
551,High,56.0,A,2025-01-01 09:39:44.705108643,discuss
551,High,56.0,A,2025-01-01 09:54:24.705108643,discuss
551,High,56.0,A,2025-01-01 10:16:05.705108643,emotion
551,High,56.0,A,2025-01-01 10:44:21.705108643,cohesion
552,High,56.0,A,2025-01-01 09:33:53.705108643,plan
552,High,56.0,A,2025-01-01 09:54:31.705108643,cohesion
553,High,56.0,A,2025-01-01 09:31:06.705108643,emotion
553,High,56.0,A,2025-01-01 09:55:43.705108643,plan
554,High,56.0,A,2025-01-01 09:50:03.705108643,plan
554,High,56.0,A,2025-01-01 10:21:09.705108643,emotion
555,High,56.0,A,2025-01-01 09:28:55.705108643,consensus
555,High,56.0,A,2025-01-01 09:47:08.705108643,consensus
555,High,56.0,A,2025-01-01 09:58:19.705108643,plan
555,High,56.0,A,2025-01-01 10:15:16.705108643,cohesion
555,High,56.0,A,2025-01-01 10:23:21.705108643,emotion
556,High,56.0,A,2025-01-01 09:39:41.705108643,coregulate
556,High,56.0,A,2025-01-01 10:02:00.705108643,discuss
556,High,56.0,A,2025-01-01 10:20:12.705108643,emotion
556,High,56.0,A,2025-01-01 10:35:22.705108643,plan
556,High,56.0,A,2025-01-01 10:46:47.705108643,plan
557,High,56.0,A,2025-01-01 09:55:47.705108643,consensus
557,High,56.0,A,2025-01-01 10:20:09.705108643,consensus
557,High,56.0,A,2025-01-01 10:40:54.705108643,consensus
557,High,56.0,A,2025-01-01 11:02:59.705108643,synthesis
558,High,56.0,A,2025-01-01 09:30:58.705108643,coregulate
558,High,56.0,A,2025-01-01 10:05:41.705108643,cohesion
559,High,56.0,A,2025-01-01 09:26:00.705108643,consensus
559,High,56.0,A,2025-01-01 09:54:24.705108643,consensus
559,High,56.0,A,2025-01-01 10:10:30.705108643,synthesis
560,High,56.0,A,2025-01-01 09:34:57.705108643,plan
560,High,56.0,A,2025-01-01 09:52:28.705108643,plan
560,High,56.0,A,2025-01-01 10:09:05.705108643,plan
560,High,56.0,A,2025-01-01 10:34:24.705108643,plan
561,High,57.0,A,2025-01-01 09:12:40.511406182,discuss
561,High,57.0,A,2025-01-01 09:31:38.511406182,emotion
561,High,57.0,A,2025-01-01 09:53:05.511406182,monitor
561,High,57.0,A,2025-01-01 10:08:46.511406182,emotion
562,High,57.0,A,2025-01-01 09:05:58.511406182,emotion
562,High,57.0,A,2025-01-01 09:32:27.511406182,consensus
562,High,57.0,A,2025-01-01 09:51:17.511406182,consensus
562,High,57.0,A,2025-01-01 10:24:20.511406182,plan
563,High,57.0,A,2025-01-01 09:21:18.511406182,discuss
563,High,57.0,A,2025-01-01 09:36:25.511406182,coregulate
565,High,57.0,A,2025-01-01 09:10:21.511406182,discuss
565,High,57.0,A,2025-01-01 09:30:46.511406182,monitor
565,High,57.0,A,2025-01-01 09:49:36.511406182,plan
565,High,57.0,A,2025-01-01 10:17:32.511406182,plan
565,High,57.0,A,2025-01-01 10:34:32.511406182,coregulate
567,High,57.0,A,2025-01-01 09:08:30.511406182,consensus
567,High,57.0,A,2025-01-01 09:34:52.511406182,emotion
567,High,57.0,A,2025-01-01 09:50:24.511406182,emotion
568,High,57.0,A,2025-01-01 09:14:28.511406182,consensus
568,High,57.0,A,2025-01-01 09:36:37.511406182,discuss
568,High,57.0,A,2025-01-01 10:02:34.511406182,plan
568,High,57.0,A,2025-01-01 10:18:25.511406182,plan
569,High,57.0,A,2025-01-01 09:15:29.511406182,plan
569,High,57.0,A,2025-01-01 09:26:21.511406182,consensus
569,High,57.0,A,2025-01-01 09:50:27.511406182,emotion
569,High,57.0,A,2025-01-01 10:12:57.511406182,emotion
569,High,57.0,A,2025-01-01 10:43:09.511406182,plan
570,High,57.0,A,2025-01-01 09:30:34.511406182,consensus
570,High,57.0,A,2025-01-01 09:49:40.511406182,consensus
570,High,57.0,A,2025-01-01 10:12:35.511406182,discuss
571,High,58.0,A,2025-01-01 10:34:08.397716284,discuss
571,High,58.0,A,2025-01-01 10:54:53.397716284,plan
571,High,58.0,A,2025-01-01 11:18:07.397716284,emotion
571,High,58.0,A,2025-01-01 11:46:31.397716284,discuss
572,High,58.0,A,2025-01-01 10:23:18.397716284,cohesion
572,High,58.0,A,2025-01-01 10:54:24.397716284,consensus
572,High,58.0,A,2025-01-01 11:20:37.397716284,consensus
572,High,58.0,A,2025-01-01 11:37:13.397716284,plan
572,High,58.0,A,2025-01-01 12:02:05.397716284,discuss
573,High,58.0,A,2025-01-01 10:29:17.397716284,emotion
573,High,58.0,A,2025-01-01 10:44:00.397716284,discuss
573,High,58.0,A,2025-01-01 11:02:54.397716284,discuss
574,High,58.0,A,2025-01-01 10:17:44.397716284,emotion
574,High,58.0,A,2025-01-01 10:37:01.397716284,discuss
574,High,58.0,A,2025-01-01 11:03:54.397716284,consensus
574,High,58.0,A,2025-01-01 11:29:37.397716284,emotion
574,High,58.0,A,2025-01-01 11:44:54.397716284,plan
575,High,58.0,A,2025-01-01 10:29:14.397716284,consensus
575,High,58.0,A,2025-01-01 10:42:19.397716284,consensus
575,High,58.0,A,2025-01-01 11:02:06.397716284,cohesion
575,High,58.0,A,2025-01-01 11:17:02.397716284,consensus
575,High,58.0,A,2025-01-01 11:36:28.397716284,cohesion
576,High,58.0,A,2025-01-01 10:38:15.397716284,monitor
576,High,58.0,A,2025-01-01 10:59:21.397716284,consensus
577,High,58.0,A,2025-01-01 10:20:50.397716284,plan
577,High,58.0,A,2025-01-01 10:43:13.397716284,consensus
577,High,58.0,A,2025-01-01 11:11:09.397716284,cohesion
578,High,58.0,A,2025-01-01 10:42:13.397716284,discuss
578,High,58.0,A,2025-01-01 11:04:38.397716284,emotion
578,High,58.0,A,2025-01-01 11:25:16.397716284,emotion
